Time [s],Value,Parity Error,Framing Error
66.424208416666673,0x00,,Error
66.427526583333332,0x00,,Error
66.445213874999993,0x00,,Error
66.458267250000006,0x00,,Error
66.465968083333337,0x00,,Error
66.466969875000004,0x00,,Error
66.485783541666663,0x00,,Error
66.504347458333328,0x00,,Error
66.505412000000007,0x00,,Error
66.506413374999994,0x00,,Error
66.524286708333335,0x00,,Error
66.536244458333329,0x00,,Error
66.546042916666664,0x00,,Error
66.555497083333336,0x00,,Error
66.556498791666669,0x00,,Error
66.604708541666668,0x00,,Error
66.605710500000001,0x00,,Error
66.606712208333335,0x00,,Error
66.607714166666668,0x00,,Error
66.617670000000004,0x00,,Error
66.618671791666671,0x00,,Error
66.626842999999994,0x00,,Error
66.636172125000002,0x00,,Error
66.637174125000001,0x00,,Error
66.647190958333340,0x00,,Error
66.656864291666665,0x00,,Error
66.658554416666661,0x00,,Error
66.668446416666669,0x00,,Error
66.676209749999998,0x00,,Error
66.677211291666666,0x00,,Error
66.684349041666664,0x00,,Error
66.685601625000004,0x00,,Error
66.698091333333338,0x00,,Error
66.704414208333333,0x00,,Error
66.705541291666663,0x00,,Error
66.706542833333330,0x00,,Error
66.707857958333335,0x00,,Error
66.708859666666669,0x00,,Error
66.716685874999996,0x00,,Error
66.717750166666661,0x00,,Error
66.736187999999999,0x00,,Error
66.744264375000000,0x00,,Error
66.745328666666666,0x00,,Error
66.746330374999999,0x00,,Error
66.747332000000000,0x00,,Error
66.755377583333328,0x00,,Error
66.756379208333328,0x00,,Error
66.757380833333329,0x00,,Error
66.764297624999998,0x00,,Error
66.765487041666660,0x00,,Error
66.766488666666660,0x00,,Error
